country_iso3,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
RUS,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"21,433.20","20,296.62","17,320.61","15,801.68","13,796.63","13,241.94","12,782.71","12,986.21","12,311.12","13,150.91","14,529.96","15,338.28","16,141.89","17,403.78","18,721.77","19,993.88","21,680.72","23,550.15","24,787.88","22,833.74","23,856.88","25,032.04","25,986.48","26,383.75","26,105.56","25,542.03","25,546.35","25,999.32","26,747.18","27,295.85","26,450.49"
RWA,"1,050.32","1,038.06",975.956,997.126,"1,099.77","1,110.38","1,132.48","1,091.09","1,057.09",963.974,945.69,878.028,935.356,893.174,559.992,738.547,833.589,914.87,908.291,846.851,893.559,944.911,"1,043.09","1,040.56","1,079.01","1,153.40","1,231.66","1,297.16","1,396.38","1,452.89","1,512.64","1,600.89","1,689.60","1,736.49","1,793.15","1,900.42","1,978.90","2,005.48","2,123.52","2,266.86","2,215.06"
WSM,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,802.45","3,761.56","3,933.93","4,202.01","4,413.93","4,615.99","4,728.77","5,011.15","5,085.40","5,077.24","5,222.65","5,158.24","5,250.23","5,424.85","5,158.47","5,093.15","5,057.15","5,238.04","5,592.57","5,601.13","5,437.22","5,582.27","5,358.57"
SMR,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"80,994.87","82,009.15","84,071.61","88,906.20","87,451.61","77,596.69","72,169.39","65,243.13","59,829.41","58,642.97","57,573.06","58,600.03","59,666.47","59,522.01","60,124.20","61,649.02","55,384.56"
STP,"4,106.11","3,609.60","3,641.04","3,418.94","3,133.59","3,335.96","3,058.82","2,887.65","2,864.00","2,869.25","2,729.37","2,685.10","2,626.19","2,624.19","2,632.05","2,635.04","2,625.27","2,603.02","2,619.87","2,637.40","2,602.58","2,620.78","2,633.59","2,749.45","2,790.71","2,915.75","3,097.58","3,108.63","3,290.40","3,291.40","3,430.75","3,501.61","3,532.69","3,623.57","3,780.06","3,823.55","3,903.42","3,975.03","3,997.40","3,973.39","3,629.91"
SAU,"87,256.10","84,712.01","63,950.86","51,127.17","46,420.75","39,878.33","44,438.76","39,513.87","42,563.74","40,331.24","44,244.68","48,459.68","47,415.72","45,879.71","45,030.61","44,044.87","44,123.35","43,541.50","43,727.85","41,073.94","42,345.01","40,830.00","38,728.20","42,047.38","44,299.51","45,233.71","44,967.84","44,293.81","45,518.60","43,120.07","43,809.96","46,809.04","47,957.04","47,940.56","49,125.67","49,953.76","49,629.13","48,014.57","48,004.54","47,219.26","44,373.39"
SEN,"2,565.01","2,623.43","2,751.52","2,531.47","2,550.64","2,557.42","2,558.91","2,633.63","2,539.92","2,563.56","2,473.68","2,466.88","2,430.55","2,391.59","2,320.05","2,396.52","2,380.42","2,386.71","2,470.57","2,557.79","2,595.11","2,642.69","2,580.83","2,658.56","2,712.88","2,758.36","2,750.20","2,754.19","2,780.62","2,780.62","2,797.11","2,757.08","2,788.67","2,777.11","2,868.32","2,966.45","3,067.66","3,203.90","3,309.48","3,361.46","3,297.37"
SRB,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,799.74","9,048.46","7,978.21","8,624.77","9,070.96","9,720.84","10,176.43","11,122.97","12,289.29","12,967.89","13,859.04","14,705.32","14,361.08","14,524.33","14,932.56","14,902.91","15,408.77","15,237.76","15,588.00","16,193.00","16,621.47","17,463.78","18,254.98","18,148.73"
SYC,"11,018.88","10,463.68","10,186.84","10,136.34","10,510.36","11,498.64","11,514.25","11,573.62","12,144.70","13,314.07","14,236.63","14,436.05","15,400.71","16,184.70","15,374.97","15,224.07","16,502.26","18,298.50","18,386.88","18,366.75","18,977.76","18,530.53","18,410.43","17,314.44","16,883.31","18,320.04","19,629.11","21,563.64","20,635.41","20,326.99","20,942.49","22,656.72","23,261.08","24,209.67","24,916.01","25,638.75","26,580.80","27,711.69","27,772.42","28,036.64","24,090.67"
SLE,"2,209.02","2,196.61","2,189.81","2,105.90","2,129.49","1,947.12","1,907.08","1,910.75","1,909.24","1,957.66","1,959.11","1,790.55","1,618.18","1,626.08","1,690.48","1,523.06","1,143.23",937.153,919.51,829.514,838.145,955.123,"1,156.04","1,206.68","1,231.16","1,238.40","1,250.05","1,314.61","1,353.07","1,365.22","1,406.18","1,461.32","1,645.68","1,942.84","1,987.01","1,545.72","1,608.74","1,633.73","1,654.60","1,708.82","1,635.09"
SGP,"22,431.71","23,691.13","24,284.24","26,021.50","27,779.33","27,568.61","27,965.23","30,522.37","33,109.35","35,417.61","37,412.33","38,794.89","40,146.36","43,630.40","46,975.56","48,851.45","50,410.28","52,801.50","49,917.37","52,354.58","56,106.73","54,029.74","55,634.72","59,022.10","64,011.43","67,125.57","70,915.99","74,159.39","71,629.83","69,585.85","78,294.03","81,538.37","83,112.01","85,732.80","87,959.42","89,519.74","91,307.50","95,350.44","98,222.85","98,411.58","92,003.19"
SVK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"12,067.89","12,744.96","13,671.78","14,590.44","15,322.12","15,920.82","15,887.07","16,056.75","16,640.43","17,390.27","18,360.49","19,340.49","20,618.42","22,368.56","24,790.37","26,158.33","24,702.13","26,113.65","26,846.99","27,296.12","27,444.93","28,143.32","29,469.05","30,070.38","30,933.60","32,053.55","32,752.31","31,006.79"
SVN,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"18,987.80","19,617.54","20,657.27","21,501.36","22,266.98","23,429.97","24,223.48","25,600.23","26,414.63","27,232.18","28,131.24","28,949.35","30,190.21","31,318.62","33,022.96","35,204.70","36,442.26","33,325.15","33,531.88","33,767.68","32,791.59","32,401.61","33,261.95","33,967.58","35,029.47","36,678.31","38,268.22","39,220.66","36,786.48"
SLB,"2,465.97","2,341.70","2,227.74","2,240.79","2,175.25","2,044.17","1,981.25","2,088.03","2,056.12","2,085.15","2,072.32","2,135.60","2,339.58","2,365.03","2,485.15","2,659.82","2,628.00","2,532.53","2,495.40","2,416.26","2,015.97","1,806.53","1,710.11","1,774.92","1,845.73","1,900.09","1,945.29","1,984.63","2,052.34","2,058.38","2,186.96","2,295.52","2,288.97","2,357.80","2,328.99","2,311.15","2,394.21","2,467.93","2,510.02","2,485.57","2,327.01"
SOM,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,939.583,930.084,925.147,930.181,930.128,916.435,915.544,915.544,876.396
ZAF,"11,212.38","11,516.42","11,179.94","10,694.00","10,960.15","10,574.58","10,341.29","10,334.87","10,542.55","10,563.94","10,295.66","9,947.47","9,493.10","9,374.91","9,453.82","9,543.65","9,770.72","9,863.43","9,764.30","9,847.68","10,103.75","10,193.08","10,423.10","10,627.09","10,992.74","11,439.85","11,934.77","12,409.82","12,624.26","12,245.64","12,425.16","12,636.27","12,720.50","12,837.50","12,877.44","12,835.25","12,692.90","12,681.72","12,596.00","12,435.79","11,405.93"
SSD,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,077.08",954.343,"1,194.58","1,191.75","1,154.53",970.485,888.762,845.389,827.106,750.108
ESP,"21,052.81","20,769.73","20,915.03","21,161.36","21,435.24","21,864.39","22,549.56","23,781.36","24,985.02","26,183.14","27,142.71","27,754.55","27,898.43","27,446.47","28,011.78","29,098.30","29,734.04","30,802.05","32,066.16","33,415.20","34,809.88","35,992.31","36,387.12","36,786.55","37,346.87","38,000.09","38,937.11","39,559.00","39,262.06","37,469.07","37,374.73","36,932.70","35,817.26","35,433.70","36,030.07","37,448.75","38,549.55","39,626.47","40,418.97","40,879.98","36,393.34"
LKA,"2,663.11","2,768.08","2,876.73","2,937.80","3,102.01","3,224.07","3,329.13","3,344.20","3,400.32","3,442.08","3,617.81","3,961.28","3,793.59","4,034.45","4,317.79","4,541.80","5,059.69","5,549.08","5,430.21","5,557.02","5,988.11","5,829.82","5,999.25","6,302.22","6,589.46","6,944.23","7,419.42","7,865.37","8,274.18","8,507.59","9,126.87","9,827.54","10,712.40","10,990.07","11,428.11","11,890.52","12,287.47","12,584.10","12,860.32","13,070.13","12,526.76"
KNA,"7,614.90","7,861.94","8,384.83","8,255.12","9,104.22","9,755.09","10,698.11","11,679.60","12,984.24","13,830.72","14,591.53","14,857.67","15,186.05","15,823.32","16,471.05","16,835.41","17,630.08","18,717.68","18,708.31","19,226.06","20,837.91","21,650.26","21,640.47","20,496.49","21,020.11","22,762.43","23,193.73","23,064.47","24,209.14","22,976.28","22,588.52","22,753.16","21,998.76","22,931.20","24,114.11","24,116.51","24,547.72","23,818.76","24,267.29","24,704.66","19,894.00"
LCA,"6,246.20","6,476.84","6,528.62","6,705.82","7,142.40","7,917.61","8,922.06","9,142.23","10,261.15","10,989.04","11,948.92","11,829.37","12,568.87","12,556.27","12,505.45","12,478.28","12,635.80","12,329.84","12,907.77","13,101.47","12,915.27","12,324.70","12,280.07","12,685.19","13,455.21","13,245.32","13,896.95","14,002.71","14,514.75","14,731.31","14,712.53","15,272.15","15,061.55","14,589.82","14,619.59","14,453.25","14,863.74","15,253.74","15,534.17","15,703.80","12,663.80"
VCT,"4,427.61","4,559.72","4,639.51","4,752.53","4,967.98","5,143.74","5,384.59","5,383.86","6,056.25","6,222.51","6,471.51","6,564.47","7,031.94","7,286.04","7,202.84","7,694.24","7,777.58","8,070.40","8,432.24","8,611.87","8,769.41","8,921.43","9,442.91","10,123.70","10,497.69","10,711.38","11,484.13","11,816.05","11,991.29","11,727.84","11,323.24","11,264.50","11,408.78","11,606.29","11,735.46","11,879.69","12,093.01","12,201.78","12,453.27","12,483.43","11,949.71"
SDN,"2,951.30","3,046.50","3,082.51","2,952.46","2,661.94","2,573.29","2,751.86","2,849.88","2,915.76","2,883.93","2,733.04","2,839.03","2,909.71","2,903.65","2,920.55","3,293.07","3,394.11","3,525.74","3,739.48","3,820.92","4,048.08","4,375.45","4,522.01","4,677.64","4,793.26","4,945.46","5,134.95","5,291.85","5,356.16","5,075.94","5,138.19","6,110.87","4,725.34","4,670.09","4,740.23","4,686.60","4,706.50","4,602.32","4,368.05","4,135.43","3,884.33"
SUR,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"12,333.92","10,475.18","10,755.61","10,364.37","9,525.00","10,445.92","11,478.21","12,102.06","12,221.35","11,934.62","11,780.57","12,178.18","12,483.52","13,124.79","13,832.41","14,346.44","15,001.86","15,590.16","16,014.65","16,274.67","16,888.52","17,586.62","18,003.30","18,241.86","18,008.33","17,132.12","15,943.53","16,015.83","16,236.92","16,087.42","13,757.70"
SWE,"27,261.11","28,481.45","28,863.79","29,446.92","30,682.74","31,338.26","32,179.36","33,113.38","33,750.75","34,370.89","34,372.53","33,783.09","33,282.66","32,475.68","33,479.11","34,713.44","35,233.82","36,302.86","37,839.55","39,415.04","41,194.38","41,667.95","42,432.58","43,243.98","44,940.55","46,039.55","47,839.92","49,109.80","48,500.75","45,977.02","48,326.18","49,516.51","48,848.97","48,973.21","49,746.19","51,432.46","51,740.37","52,413.09","52,860.88","53,079.62","51,326.96"
CHE,"48,508.79","49,047.90","48,054.13","48,047.49","49,452.46","51,091.96","51,775.93","52,274.79","53,569.15","55,513.81","57,099.05","55,921.54","55,095.86","54,471.52","54,683.87","54,606.20","54,576.37","55,648.12","57,213.11","57,944.14","59,969.36","60,665.86","60,199.79","59,676.86","60,827.67","62,133.56","64,327.08","66,493.39","67,502.12","65,182.00","66,541.16","67,091.90","67,263.49","67,793.90","68,575.90","68,868.65","69,485.14","69,853.10","71,431.53","71,711.85","69,079.48"
SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWN,"8,277.16","8,705.05","8,965.21","9,631.23","10,444.18","10,807.62","11,931.17","13,305.24","14,207.60","15,291.83","15,945.57","17,108.97","18,355.47","19,426.16","20,703.77","21,863.83","23,033.10","24,182.69","24,986.05","26,470.39","27,909.03","27,359.57","28,711.62","29,813.67","31,767.36","33,358.05","35,119.30","37,391.42","37,561.50","36,823.40","40,521.89","41,897.10","42,660.86","43,612.48","45,553.26","46,106.21","47,008.92","48,500.85","49,815.03","51,260.91","52,822.58"
TJK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,034.68","1,796.82","1,403.90","1,215.25","1,148.47","1,150.50","1,187.79","1,196.21","1,274.38","1,379.75","1,477.16","1,595.85","1,729.27","1,807.08","1,893.14","1,997.49","2,108.89","2,143.32","2,232.21","2,343.93","2,463.27","2,586.43","2,698.69","2,798.41","2,927.69","3,070.05","3,226.93","3,399.97","3,484.25"
TZA,"1,271.07","1,238.51","1,207.87","1,199.09","1,202.77","1,220.18","1,262.07","1,297.26","1,314.31","1,322.85","1,371.54","1,354.14","1,316.35","1,287.99","1,267.04","1,274.37","1,297.47","1,310.99","1,329.63","1,361.66","1,394.00","1,439.50","1,501.20","1,560.28","1,635.53","1,707.17","1,737.11","1,831.69","1,880.47","1,925.56","1,989.22","2,084.10","2,127.00","2,204.25","2,283.08","2,352.07","2,439.36","2,527.81","2,624.35","2,725.39","2,673.74"
THA,"3,914.63","4,064.33","4,201.08","4,354.39","4,522.19","4,647.38","4,816.32","5,180.35","5,767.61","6,368.72","7,010.15","7,509.65","8,120.70","8,745.55","9,358.71","10,017.93","10,467.46","10,059.38","9,180.02","9,489.82","9,809.62","10,053.82","10,583.76","11,260.16","11,886.33","12,304.40","12,837.88","13,460.06","13,620.53","13,458.53","14,399.05","14,450.48","15,424.54","15,767.36","15,854.13","16,285.39","16,782.10","17,422.95","18,095.74","18,453.47","17,286.87"
TLS,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,295.04","2,635.90","2,424.74","2,335.51","2,305.80","2,332.43","2,192.81","2,365.85","2,573.76","2,751.70","2,930.05","3,045.46","3,172.28","3,182.53","3,264.56","3,297.89","3,344.57","3,145.48","3,051.67","3,552.60","3,206.21"
TGO,"2,389.28","2,232.75","2,073.98","1,894.68","1,933.37","1,936.11","1,933.81","1,826.74","1,952.22","1,976.41","2,039.87","1,981.28","1,877.45","1,538.65","1,714.02","2,000.23","1,868.64","1,880.40","1,779.73","1,768.44","1,700.09","1,667.25","1,686.32","1,754.53","1,693.77","1,573.27","1,572.58","1,512.68","1,531.91","1,573.47","1,625.04","1,683.36","1,746.36","1,804.86","1,862.62","1,919.74","1,976.82","2,012.26","2,061.16","2,121.27","2,084.50"
TON,"1,844.46","2,091.38","2,346.46","2,456.28","3,502.44","3,718.04","4,066.63","4,124.98","3,960.79","3,984.45","4,150.98","4,369.63","4,182.70","4,159.27","4,253.15","4,575.10","4,563.94","4,527.36","4,612.73","4,699.24","4,856.17","4,906.82","5,106.33","5,088.19","4,971.76","4,930.72","4,802.73","4,663.41","4,872.95","4,608.26","4,633.89","4,927.21","4,966.11","5,007.87","5,135.89","5,223.46","5,623.08","5,813.76","5,838.66","5,888.78","5,868.71"
TTO,"15,104.16","15,548.40","15,879.24","14,017.69","13,016.97","12,318.50","11,782.81","11,140.34","10,618.17","10,454.45","10,540.41","10,797.85","11,814.84","11,670.48","12,029.50","12,441.29","13,293.43","14,267.49","15,403.90","16,610.71","17,711.78","18,302.19","19,525.47","22,125.14","23,625.83","24,895.44","28,293.84","29,364.79","30,191.31","28,594.30","29,423.10","29,190.07","28,798.40","29,246.93","28,796.43","29,053.19","27,281.74","26,342.58","26,250.30","25,827.82","23,728.09"
TUN,"4,810.83","4,937.39","4,796.78","4,904.38","5,125.92","5,243.45","4,973.82","5,195.99","5,112.69","5,151.75","5,350.88","5,449.93","5,759.45","5,780.06","5,874.92","5,927.70","6,236.81","6,503.86","6,743.83","7,071.93","7,303.38","7,513.63","7,552.32","7,847.51","8,272.02","8,488.50","8,851.59","9,351.98","9,645.96","9,831.37","10,063.61","9,759.15","10,041.33","10,204.79","10,376.10","10,378.12","10,386.28","10,467.26","10,634.31","10,625.59","9,592.87"
TUR,"9,122.79","9,306.73","9,408.98","9,637.19","10,072.02","10,282.99","10,778.57","11,633.68","11,662.99","11,485.36","12,332.08","12,237.75","12,758.21","13,563.63","12,622.22","13,321.68","14,040.15","14,873.72","15,117.16","14,416.15","15,198.58","14,133.90","14,864.25","15,537.13","16,852.71","18,141.34","19,159.89","19,882.14","19,783.25","18,558.16","19,804.92","21,728.07","22,496.66","24,074.30","24,929.24","26,095.08","26,599.44","28,242.49","28,655.15","28,517.51","28,677.54"
TKM,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,780.79","3,368.70","2,715.44","2,464.27","2,256.24","1,969.76","2,073.38","2,386.07","2,796.89","3,329.95","3,814.45","4,420.55","5,017.31","5,610.70","6,156.33","6,757.33","7,660.35","8,029.86","8,628.81","9,732.80","10,615.94","11,480.29","12,436.40","13,003.25","13,620.66","14,324.56","15,054.48","15,770.80","15,660.55"
TUV,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,478.26","3,327.30","3,229.82","3,057.34","3,105.62","3,260.63","3,447.47","3,262.88","3,114.40","3,304.56","3,135.72","3,255.12","3,280.66","3,569.56","3,764.93","3,922.61","4,031.57","4,257.15","4,263.08"
UGA,"1,040.59","1,048.76","1,101.20","1,120.22","1,052.51",987.262,962.075,964.801,"1,006.94","1,032.84","1,061.30","1,043.11","1,069.45","1,103.40","1,150.43","1,217.19","1,255.70","1,272.76","1,309.24","1,369.01","1,376.88","1,450.59","1,502.86","1,539.90","1,574.48","1,675.69","1,734.42","1,811.31","1,932.18","2,019.41","2,101.44","2,189.88","2,171.37","2,192.11","2,252.99","2,349.00","2,288.09","2,382.08","2,449.48","2,579.98","2,439.98"
UKR,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"14,480.73","13,006.34","11,192.89","8,699.53","7,702.19","6,997.18","6,845.19","6,773.24","6,818.84","7,288.14","7,998.97","8,496.50","9,378.39","10,561.08","10,970.30","11,876.06","12,925.95","13,276.11","11,315.93","11,827.52","12,513.13","12,563.47","12,598.89","12,454.93","11,280.40","11,600.96","11,942.82","12,418.11","12,896.69","12,427.03"
ARE,"171,616.04","170,218.76","148,530.65","136,081.08","131,287.20","121,484.91","93,990.05","95,016.16","77,533.75","86,354.93","107,627.91","105,170.21","103,923.39","100,302.56","100,588.78","99,158.99","103,086.10","105,960.97","97,227.15","94,255.74","107,219.50","102,698.61","99,524.48","102,135.35","105,667.82","101,499.84","91,319.98","75,980.22","60,408.12","56,367.21","56,819.30","58,987.41","59,837.61","61,030.49","61,791.50","63,054.89","63,170.45","62,864.04","61,835.74","61,009.67","55,693.97"
GBR,"23,290.08","23,117.34","23,601.13","24,580.69","25,090.62","26,058.28","26,817.57","28,203.97","29,761.99","30,443.07","30,580.23","30,137.07","30,181.21","30,863.73","31,968.79","32,685.98","33,420.30","34,992.84","36,190.38","37,249.76","38,423.58","39,321.07","40,006.58","41,147.71","41,868.72","42,775.87","43,629.18","44,300.73","43,816.40","41,718.92","42,245.61","42,429.61","42,752.76","43,414.13","44,317.53","45,007.35","45,407.35","45,923.36","46,221.43","46,630.99","41,819.88"
USA,"31,984.15","32,468.62","31,579.53","32,728.29","34,790.84","35,920.74","36,828.27","37,763.65","38,985.02","40,037.95","40,342.60","39,766.99","40,624.95","41,202.62","42,345.47","42,970.73","44,075.29","45,488.41","46,975.92","48,649.69","50,101.14","50,083.40","50,459.74","51,418.87","52,889.17","54,243.31","55,266.46","55,748.87","55,158.43","53,294.71","54,244.91","54,700.07","55,538.38","56,177.78","57,186.54","58,525.02","59,107.97","60,105.85","61,577.52","62,605.88","60,114.17"
URY,"11,099.98","11,233.69","10,118.85","9,724.24","9,556.89","9,636.65","10,431.17","11,195.76","11,293.15","11,354.73","11,325.92","11,658.90","12,508.58","12,764.42","13,565.46","13,286.05","13,940.55","14,477.02","14,977.44","14,430.87","14,117.33","13,619.29","12,677.17","13,004.38","13,595.44","14,473.33","15,041.18","16,021.34","17,149.27","17,797.50","19,081.12","19,972.44","20,595.64","21,465.00","22,073.37","22,069.81","22,357.83","22,637.31","22,662.59","22,656.31","21,290.11"
UZB,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,827.08","2,699.77","2,510.00","2,442.76","2,503.91","2,552.82","2,622.59","2,696.19","2,809.54","2,889.15","2,968.50","3,055.22","3,245.63","3,430.93","3,647.40","3,941.31","4,231.22","4,497.34","4,744.72","4,917.06","5,202.56","5,515.40","5,814.57","6,140.95","6,401.12","6,573.22","6,817.42","7,082.85","7,061.48"
VUT,"2,407.98","2,428.86","2,396.41","2,409.76","2,559.29","2,489.16","2,413.94","2,310.83","2,209.00","2,227.51","2,454.43","2,481.38","2,495.92","2,466.25","2,571.45","2,531.48","2,524.78","2,581.55","2,545.72","2,490.40","2,578.99","2,435.69","2,257.47","2,300.40","2,338.35","2,407.04","2,552.11","2,566.36","2,649.22","2,671.95","2,641.21","2,662.84","2,629.26","2,582.20","2,603.05","2,553.98","2,635.84","2,739.30","2,755.38","2,771.99","2,451.14"
VEN,"20,271.89","19,416.09","19,354.48","16,967.97","17,366.77","17,042.07","17,861.62","18,260.83","18,974.52","15,943.81","16,426.61","17,600.69","18,238.11","17,877.27","17,073.50","17,366.41","16,967.07","17,683.60","17,387.84","16,029.13","16,074.01","16,345.72","14,656.37","13,303.41","15,487.80","16,819.64","18,195.76","19,487.75","20,208.10","19,270.57","18,705.15","19,203.82","19,993.15","19,975.43","18,930.55","17,512.96","14,484.41","12,323.37","10,432.71","7,046.10","4,908.66"
VNM,"1,437.14","1,489.39","1,579.65","1,660.20","1,765.82","1,829.44","1,853.30","1,858.44","1,916.31","2,025.15","2,041.06","2,120.26","2,264.06","2,404.99","2,573.83","2,773.52","2,984.44","3,177.76","3,309.75","3,416.12","3,599.17","3,795.97","4,011.64","4,265.99","4,556.15","4,855.02","5,145.63","5,460.72","5,714.78","5,964.55","6,284.50","6,695.71","6,988.79","7,298.83","7,684.58","8,133.27","8,585.48","9,085.61","9,626.30","10,107.71","10,302.96"
WBG,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,035.59","4,033.38","3,853.32","4,176.58","4,628.11","4,857.97","4,309.79","3,802.48","3,238.11","3,592.49","4,260.70","4,605.63","4,428.61","4,463.91","4,668.00","4,938.18","5,091.93","5,443.69","5,636.70","5,763.35","5,622.60","5,701.39","6,070.65","6,025.01","5,947.34","5,879.79","5,107.62"
YEM,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,290.15","3,338.64","3,441.56","3,410.22","3,476.97","3,524.67","3,553.34","3,614.85","3,712.88","3,736.30","3,846.40","3,869.85","3,898.20","3,919.47","3,949.51","4,042.05","4,045.31","4,055.18","4,077.22","4,108.04","4,295.58","3,640.20","3,618.75","3,682.81","3,568.80","2,494.88","2,195.13","2,025.07","1,984.74","1,973.14","1,826.98"
ZMB,"2,957.21","3,052.88","2,871.77","2,752.53","2,624.52","2,578.90","2,546.29","2,509.08","2,661.39","2,487.76","2,397.98","2,311.22","2,290.37","2,224.10","1,871.12","1,876.24","1,940.90","1,960.86","1,900.73","1,936.06","1,959.07","2,010.80","2,048.77","2,136.22","2,227.95","2,326.07","2,441.40","2,571.19","2,691.62","2,854.27","3,055.69","3,129.70","3,266.60","3,328.48","3,379.56","3,372.89","3,394.54","3,407.31","3,438.08","3,383.31","3,167.98"
ZWE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,847.73","3,815.38","3,663.65","3,656.40","3,383.70","2,832.69","2,634.70","2,418.76","2,297.78","2,214.11","1,840.48","1,958.82","2,323.48","2,627.91","2,924.40","2,900.32","2,894.43","2,897.64","2,874.21","2,965.87","3,026.64","2,752.93","2,485.31"